$PROTNR$;$PROCOD$;$PROTYP$;$PRONAM$;$PROEAN$;$PROKDS$;$PROLDS$;$PROLIF$;$PROMMG$;$PROSTA$;$PROBEH$;$PROVEP$;$PROPEH$;$PROIEH$;$PROLZE$;$PROWFL$;$PROLIK$;$PROOPR$;$PROMPR$;$PROVVA$;$PROKRE$;$PROZOL$;$PRONEX$;$PROONL$;$PROOST$;$PROKEY$;$PROODE$;$PROSEQ$
$879751$;$879751$;$Ersatzteil$;$Fett, 1,8kg Dose    BRL721/731$;$4030293082687$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;25.6;0.0;$$;$$;$34039910$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$879769$;$879769$;$Ersatzteil$;$Ring, O-                 WS702$;$4030293082694$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.05;0.0;$$;$$;$40169999$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$879770$;$879770$;$Ersatzteil$;$Staubstopfen            WS702$;$4030293082700$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.95;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$879772$;$879772$;$Ersatzteil$;$Schutzbalg     WS702VE$;$4030293082717$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;6.15;0.0;$$;$$;$84142080$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$879802$;$879802$;$Ersatzteil$;$Einstellschraube        SB2908$;$4030293082724$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.65;0.0;$$;$$;$73181900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$879810$;$879810$;$Ersatzteil$;$Gehäuse kompl.f.Bandsäge 7724$;$4030293106796$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;88.0;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$879829$;$879829$;$Ersatzteil$;$Litze                    WS702$;$4030293082731$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.2;0.0;$$;$$;$85444995$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$880873$;$880873$;$Ersatzteil$;$Distanzstück           SBT2908$;$4030293093959$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;8.2;0.0;$$;$$;$$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$880951$;$880951$;$Ersatzteil$;$Schraube  für  Säge PC$;$4030293106536$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.2;0.0;$$;$$;$73181499$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$880952$;$880952$;$Ersatzteil$;$Stopfen               SK2902VV$;$4030293082885$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.7;0.0;$$;$$;$73170090$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$880964$;$880964$;$Ersatzteil$;$Hubstange             SK2902VV$;$4030293082892$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;25.2;0.0;$$;$$;$84661039$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$880968$;$880968$;$Ersatzteil$;$Hubstange   für  Säge PC$;$4030293106512$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;16.1;0.0;$$;$$;$84661039$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$880972$;$880972$;$Ersatzteil$;$vord.Isolationsmantel für  Säg$;$4030293106543$;$FÜR  SÄGE PC$;$$;$$;0;0;0;0;0;$$;0;0;$$;6.2;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$880994$;$880994$;$Ersatzteil$;$Filzring              SK2902VV$;$4030293082915$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.75;0.0;$$;$$;$59119010$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$881082$;$881082$;$Ersatzteil$;$Schraube$;$4030293112247$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.55;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$881113$;$881113$;$Ersatzteil$;$Kunststoffzahnrad      PS206 +$;$4030293082991$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.1;0.0;$$;$$;$84839020$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$881789$;$881789$;$Ersatzteil$;$Auflagesch. f Schl.pad WS702VE$;$4030293083004$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;39.8;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$881858$;$881858$;$Ersatzteil$;$Windflügel               MS714$;$4030293083011$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.85;0.0;$$;$$;$84148080$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$881937$;$881937$;$Ersatzteil$;$Schraube              SK2902VV$;$4030293083028$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.9;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$882182$;$882182$;$Ersatzteil$;$Schraube f. Feld KT  S703/L709$;$4030293083066$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.7;0.0;$$;$$;$73181589$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$882183$;$882183$;$Ersatzteil$;$Schraube              XS/MS714$;$4030293083073$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.85;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$882184$;$882184$;$Ersatzteil$;$Schraube                 MS714$;$4030293083080$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.55;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$882185$;$882185$;$Ersatzteil$;$Schraube          MS714/SK2902$;$4030293083097$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.55;0.0;$$;$$;$73181569$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$882187$;$882187$;$Ersatzteil$;$Schraube              SK2902VV$;$4030293083103$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.0;0.0;$$;$$;$73181569$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$882189$;$882189$;$Ersatzteil$;$Schraube KT5x18  S703/SK2902VV$;$4030293083127$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.75;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$882209$;$882209$;$Ersatzteil$;$Elektronik, 230V       WS702VE$;$4030293083141$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;31.2;0.0;$$;$$;$90328900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$882255$;$882255$;$Ersatzteil$;$Schraube              SK2902VV$;$4030293083165$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.75;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$882348$;$882348$;$Ersatzteil$;$Filzdichtung          SK2902VV$;$4030293083196$;$felt seal$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.9;0.0;$$;$$;$40169999$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$882428$;$882428$;$Zubehör$;$Adapter für Staubsauger$;$4030293083202$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.55;0.0;$$;$$;$73079100$;$1$;$J$;$J$;$20010$;$Nexmart$;10;
$882703$;$882703$;$Ersatzteil$;$Schraube              SK2902VV$;$4030293083233$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.75;0.0;$$;$$;$73181569$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$882704$;$882704$;$Ersatzteil$;$Schraube f. Feld KT   SK2902VV$;$4030293083240$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.6;0.0;$$;$$;$73181569$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$883096$;$883096$;$Ersatzteil$;$Lager      WS702/FF710/SK2902V$;$4030293083363$;$ball bearing for tiger saw 259.370$;$$;$$;0;0;0;0;0;$$;0;0;$$;6.95;0.0;$$;$$;$84821010$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$883097$;$883097$;$Ersatzteil$;$Antriebswelle         SK2902VV$;$4030293083370$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;20.2;0.0;$$;$$;$84831095$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$883098$;$883098$;$Ersatzteil$;$Führg f. Antr.welle   SK2902VV$;$4030293083387$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;22.1;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$883213$;$883213$;$Ersatzteil$;$Führg.f.Antr.welle für Säge PC$;$4030293106550$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;10.7;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$883219$;$883219$;$Ersatzteil$;$Handgriff kompl.f.Bandsä 7724$;$4030293106819$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;21.7;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$883485$;$883485$;$Ersatzteil$;$Schraube        SKL 2903VV$;$4030293104242$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.65;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$883498$;$883498$;$Ersatzteil$;$Schalter 110V   SKL 2903VV$;$4030293104631$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;14.1;0.0;$$;$$;$85365011$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$883501$;$883501$;$Ersatzteil$;$Platine               SK2902VV$;$4030293083530$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;18.4;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$883502$;$883502$;$Ersatzteil$;$Spule, 230V           SK2902VV$;$4030293083547$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;28.2;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$884257$;$884257$;$Ersatzteil$;$Kohlenhalter+Kohlen, 110V L709$;$4030293083677$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.9;0.0;$$;$$;$85472000$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$884497$;$884497$;$Ersatzteil$;$Anker,230V             PS206 +$;$4030293083912$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;49.0;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$884665$;$884665$;$Ersatzteil$;$Schraube,Kr.            SB2908$;$4030293084001$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.35;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$884696$;$884696$;$Ersatzteil$;$Stift                 SK2902VV$;$4030293084018$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.25;0.0;$$;$$;$73170090$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$884737$;$884737$;$Ersatzteil$;$Mutter            BRL721VE$;$4030293117631$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.65;0.0;$$;$$;$73181650$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$884756$;$884756$;$Ersatzteil$;$Kondensator X2 0,1µF     XS712$;$4030293084056$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;5.8;0.0;$$;$$;$85322500$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$884843$;$884843$;$Ersatzteil$;$Schlauchklemme    WS702$;$4030293084124$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.45;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$884950$;$884950$;$Ersatzteil$;$Schraube, dm2x12,5       WS702$;$4030293084155$;$selbstschneidend$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.85;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$884951$;$884951$;$Ersatzteil$;$Isolator, Schlauch-      WS702$;$4030293084162$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;10.4;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$885163$;$885163$;$Ersatzteil$;$Gehäuse f. Absaugadapter WS702$;$4030293084339$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;8.65;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$885294$;$885294$;$Ersatzteil$;$Kohlenhalter+Kohlen 230 PS206+$;$4030293084520$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;5.05;0.0;$$;$$;$85472000$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$885302$;$885302$;$Ersatzteil$;$Anker  230/CEE$;$4030293111967$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;67.2;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$885303$;$885303$;$Ersatzteil$;$Magnetfeld 230/CEE     CSW4160$;$4030293128682$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$$;$1$;$$;$$;$300$;$Nexmart$;10;
$885331$;$885331$;$Ersatzteil$;$Hauptrohr m. Gewindeeinsätzen$;$4030293125230$;$PART NO. 894888$;$$;$$;0;0;0;0;0;$$;0;0;$$;59.0;0.0;$$;$$;$84679900$;$1$;$$;$$;$300$;$Nexmart$;10;
$885332$;$885332$;$Ersatzteil$;$Magnetfeld, 230V       WS702VE$;$4030293084537$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;41.3;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$885333$;$885333$;$Ersatzteil$;$Anker, 230V            WS702VE$;$4030293084544$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;40.4;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$885334$;$885334$;$Ersatzteil$;$Anker, 110V             L709 #$;$4030293084551$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;47.1;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$885348$;$885348$;$Ersatzteil$;$O-Ring                    S703$;$4030293091641$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.2;0.0;$$;$$;$40169999$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$885584$;$885584$;$Ersatzteil$;$Anker 230V               XS712$;$4030293084636$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;60.5;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$885585$;$885585$;$Ersatzteil$;$Magnetfeld 230V          XS712$;$4030293084643$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;50.7;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$885829$;$885829$;$Ersatzteil$;$Gehäuse, Motor-         SB2908$;$4030293084674$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;12.0;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$885951$;$885951$;$Ersatzteil$;$Schraube,Kr.            SB2908$;$4030293084698$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.65;0.0;$$;$$;$73181589$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$885952$;$885952$;$Ersatzteil$;$Schraube,Kr.            SB2908$;$4030293084704$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.4;0.0;$$;$$;$73181589$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886473$;$886473$;$Ersatzteil$;$Handgriffhälften alle BRL+P7xx$;$4030293084803$;$Griffe sind paarweise zusammengefügt an-zuliefern!$;$$;$$;0;0;0;0;0;$$;0;0;$$;12.9;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886536$;$886536$;$Ersatzteil$;$Motorgeh.f.Bandsäge Mod.7724$;$4030293106826$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;21.1;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886538$;$886538$;$Ersatzteil$;$Schraube                   BAM$;$4030293084841$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.6;0.0;$$;$$;$73181491$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886571$;$886571$;$Ersatzteil$;$Drossel, Entstör-      BRL7/P7$;$4030293089495$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;14.1;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886572$;$886572$;$Ersatzteil$;$Drossel, Entstör-      BRL7/P7$;$4030293089501$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;12.8;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886582$;$886582$;$Ersatzteil$;$Scheibe                   P720$;$4030293095366$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.85;0.0;$$;$$;$73182200$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886620$;$886620$;$Ersatzteil$;$Isolator                BRL711$;$4030293095588$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;5.45;0.0;$$;$$;$$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886627$;$886627$;$Ersatzteil$;$Ring, Sicherungs-       BRL711$;$4030293095571$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.85;0.0;$$;$$;$$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886654$;$886654$;$Ersatzteil$;$Geh.,Getriebe-(incl.P13) WS702$;$4030293084865$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;22.7;0.0;$$;$$;$84834023$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886719$;$886719$;$Ersatzteil$;$Luftführung               S703$;$4030293091085$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.45;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886721$;$886721$;$Ersatzteil$;$Gegengewicht              S703$;$4030293091320$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;8.65;0.0;$$;$$;$84839089$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886723$;$886723$;$Ersatzteil$;$Kurbelrolle               S703$;$4030293091092$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;9.15;0.0;$$;$$;$84669120$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886724$;$886724$;$Ersatzteil$;$Hebel                     S703$;$4030293091702$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.8;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886727$;$886727$;$Ersatzteil$;$Dichtung                  S703$;$4030293091436$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.7;0.0;$$;$$;$48116000$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886728$;$886728$;$Ersatzteil$;$Rolle                     S703$;$4030293091450$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;5.75;0.0;$$;$$;$84829190$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886730$;$886730$;$Ersatzteil$;$Antriebsstütze            S703$;$4030293091474$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;8.25;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886731$;$886731$;$Ersatzteil$;$Brücke                    S703$;$4030293091481$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.85;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886736$;$886736$;$Ersatzteil$;$Klemmbacke                S703$;$4030293091139$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;6.0;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886737$;$886737$;$Ersatzteil$;$Drehfeder                 S703$;$4030293091146$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.1;0.0;$$;$$;$73209090$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886738$;$886738$;$Ersatzteil$;$Schulterstück             S703$;$4030293091153$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;9.55;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886742$;$886742$;$Ersatzteil$;$Knopf f. Orbitalbewegung  S703$;$4030293091313$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.6;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886743$;$886743$;$Ersatzteil$;$Welle                     S703$;$4030293091511$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.7;0.0;$$;$$;$84831095$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886750$;$886750$;$Ersatzteil$;$Knopf f. Gebläse          S703$;$4030293091535$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.4;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886755$;$886755$;$Ersatzteil$;$Drehsockel                S703$;$4030293091603$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;7.85;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886758$;$886758$;$Ersatzteil$;$Gleitrampe                S703$;$4030293091238$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.25;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886759$;$886759$;$Ersatzteil$;$Gleitklemme               S703$;$4030293091337$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;5.05;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886764$;$886764$;$Ersatzteil$;$Sägeblattführung          S703$;$4030293091276$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;6.65;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886765$;$886765$;$Ersatzteil$;$Sägetisch                 S703$;$4030293091191$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;13.1;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886767$;$886767$;$Ersatzteil$;$Grundplatte (Metall)      S703$;$4030293091306$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;6.15;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886769$;$886769$;$Ersatzteil$;$Handgriff-Set  S 703$;$4030293101463$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;13.1;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886775$;$886775$;$Ersatzteil$;$Schild     S 703$;$4030293101524$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;8.75;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886872$;$886872$;$Ersatzteil$;$Motorgeh., rot        SK2902VV$;$4030293084919$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;11.5;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886876$;$886876$;$Ersatzteil$;$Umschaltknopf, schw.  SK2902VV$;$4030293084926$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.25;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886948$;$886948$;$Ersatzteil$;$Anker,230V       BRL721+P720$;$4030293084964$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;49.4;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$886949$;$886949$;$Ersatzteil$;$Magnetfeld,230V  alle BRL+P7xx$;$4030293084971$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;35.9;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887104$;$887104$;$Ersatzteil$;$Motorgehäuse, rot       BRL711$;$4030293095649$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;9.9;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887112$;$887112$;$Ersatzteil$;$Getriebegehäuse           P720$;$4030293095694$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;22.5;0.0;$$;$$;$84834023$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887142$;$887142$;$Ersatzteil$;$Getriebegehäuse         BRL711$;$4030293088788$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;28.9;0.0;$$;$$;$84834023$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887175$;$887175$;$Ersatzteil$;$Getriebedeckel  BRL 731 VE$;$4030293100732$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;21.2;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887428$;$887428$;$Ersatzteil$;$Klett-Kabelhalter$;$4030293085145$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.05;0.0;$$;$$;$58061000$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887454$;$887454$;$Ersatzteil$;$Schalter, 230V   PS206/WS702 +$;$4030293085169$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.4;0.0;$$;$$;$85365011$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887486$;$887486$;$Ersatzteil$;$Gehäuse, 2 Hälften       WS702$;$4030293085190$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;37.8;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887492$;$887492$;$Ersatzteil$;$Schleifkopfgehäuse       WS702$;$4030293085206$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;20.4;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887569$;$887569$;$Ersatzteil$;$Schalter, 230V     MS714/XS712$;$4030293085220$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;6.65;0.0;$$;$$;$85365011$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887574$;$887574$;$Ersatzteil$;$Kunststoffgehäuse,rot    XS712$;$4030293085244$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;9.6;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887610$;$887610$;$Ersatzteil$;$Auslöseknopf, gelb     PS206 +$;$4030293085268$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;2.85;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887648$;$887648$;$Ersatzteil$;$Welle, Getr.- mont.$;$4030293112346$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;39.9;0.0;$$;$$;$84834023$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887712$;$887712$;$Ersatzteil$;$Kofferlasche              S703$;$4030293093140$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.9;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887753$;$887753$;$Ersatzteil$;$Anker,230V            BRL711VE$;$4030293085282$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;60.2;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$887794$;$887794$;$Ersatzteil$;$Motorgehäuse    S 703$;$4030293101395$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;7.35;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
